FIPS,County,State,Total,Under 18,18 to 64,Over 64,White,Black,AIAN,Asian,NHOPI,Hispanic,Other_Races,Below 9th grade,High School,College,Advanced Degree,Urban_Percentage
30081,Ravalli County,Montana,45807,0.1877660619555963,0.5475582334577684,0.26467570458663525,0.8922872050123344,0.002357718252668806,0.0053485275176283105,0.005435850415875303,0.00015281507193223742,0.039731918702381734,0.054685965027179255,0.016272403509279904,0.8951848741928946,0.2978255204563222,0.10944783854996092,0.155521347398922
30083,Richland County,Montana,11329,0.25280254214846853,0.5756024362256157,0.17159502162591578,0.8760702621590608,0.0024715332332950835,0.0024715332332950835,0.0027363403654338423,0.008650366316532793,0.0548150763527231,0.05278488833965928,0.006078224101479916,0.8971987315010571,0.19410676532769555,0.03924418604651163,0.567574623618484
30085,Roosevelt County,Montana,10665,0.3335208626347867,0.5475855602437881,0.11889357712142522,0.3294889826535396,0.0012189404594467885,0.5721518987341773,0.007969995311767463,0.00018752930145335208,0.027097984060009378,0.06188466947960619,0.0267188009123493,0.8724340175953079,0.19859889214727924,0.05848810687520365,0.0
30087,Rosebud County,Montana,8236,0.28946090335114133,0.5433462846041768,0.1671928120446819,0.5267119961146187,0.001699854298203011,0.38440990772219524,0.005099562894609034,0.00012141816415735794,0.034604176784847014,0.0473530840213696,0.028665504551617278,0.8535735037768739,0.18884369552585706,0.06604687197365873,0.0
30089,Sanders County,Montana,12936,0.17261904761904762,0.503865182436611,0.3235157699443414,0.8904607297464441,0.005256648113790971,0.02373222016079159,0.0037105751391465678,0.0012368583797155227,0.03339517625231911,0.04220779220779221,0.029560129136400323,0.8570419693301049,0.21559725585149314,0.061037126715092815,0.0
30091,Sheridan County,Montana,3677,0.2153929834103889,0.5564318738101713,0.22817514277943976,0.8923035082948055,0.0,0.016589611096002176,0.004351373402230079,0.003263530051672559,0.04514549904813707,0.03834647810715257,0.01776937618147448,0.8419659735349716,0.24650283553875235,0.07032136105860114,0.0
30093,Silver Bow County,Montana,35589,0.20607491078704093,0.6014779847705751,0.1924471044423839,0.8926353648599287,0.0012082385006603163,0.014133580600747422,0.003203236955238978,0.00022478855826238444,0.046053555874006016,0.04254123465115626,0.02194151663043924,0.8688020342041586,0.27707829225279906,0.09506623467169749,0.86124156775681
30095,Stillwater County,Montana,9052,0.21078214759169245,0.539659743703049,0.24955810870525852,0.922779496243924,0.0009942554131683605,0.003535130357931949,0.003645603181617322,0.0,0.033694211224038886,0.03535130357931949,0.02758411639890876,0.8895119733252501,0.2976659593816308,0.08608669293725371,0.0
30097,Sweet Grass County,Montana,3713,0.2038782655534608,0.5620791812550499,0.23404255319148937,0.9057366011311608,0.013466199838405602,0.016428763802854834,0.0,0.0,0.017775383786695395,0.04659305144088338,0.003409090909090909,0.918939393939394,0.23068181818181818,0.06325757575757576,0.0
30099,Teton County,Montana,6291,0.2501986965506279,0.5180416467970116,0.2317596566523605,0.9187728501033222,0.003814973772055317,0.019392783341281195,0.0,0.0,0.018756954379271974,0.0392624384040693,0.05068588700302255,0.8723552662171588,0.25877702859800045,0.07672634271099744,0.0
30101,Toole County,Montana,5028,0.2018695306284805,0.6237072394590294,0.17442322991249007,0.830151153540175,0.018496420047732696,0.056881463802704854,0.007159904534606206,0.0,0.04315831344470963,0.0441527446300716,0.0440771349862259,0.78099173553719,0.21515151515151515,0.08925619834710743,0.0
30103,Treasure County,Montana,761,0.15768725361366623,0.6162943495400789,0.22601839684625494,0.9290407358738502,0.0,0.001314060446780552,0.013140604467805518,0.0,0.056504599211563734,0.0,0.004942339373970346,0.9077429983525536,0.32784184514003295,0.04118616144975288,0.0
30105,Valley County,Montana,7540,0.2253315649867374,0.5315649867374005,0.24310344827586206,0.8477453580901857,0.00610079575596817,0.07519893899204244,0.0005305039787798408,0.0,0.02559681697612732,0.04482758620689655,0.011325659116227255,0.9205347196435202,0.21518752320831785,0.03713330857779428,0.0
30107,Wheatland County,Montana,2049,0.21864324060517326,0.4924353343094192,0.2889214250854075,0.9463152757442655,0.013177159590043924,0.004880429477794046,0.0,0.0,0.026842362127867253,0.008784773060029283,0.0313124583610926,0.9027315123251166,0.17788141239173885,0.03664223850766156,0.0
30109,Wibaux County,Montana,1148,0.2804878048780488,0.48257839721254353,0.23693379790940766,0.9050522648083623,0.008710801393728223,0.0,0.0008710801393728223,0.0,0.06010452961672474,0.025261324041811847,0.0025575447570332483,0.9258312020460358,0.25831202046035806,0.04859335038363171,0.0
30111,Yellowstone County,Montana,167340,0.23211425839607983,0.5895123700250986,0.17837337157882155,0.839345046014103,0.004924106609298434,0.03815585036452731,0.00773275965100992,0.00044221345763117005,0.06404326520855742,0.04535675869487271,0.01435585163595989,0.8967766559106207,0.339223135907845,0.10670171055827347,0.835155495929728
32001,Churchill County,Nevada,25614,0.2253064730225658,0.5795658624189897,0.1951276645584446,0.7149605684391348,0.018115093308346996,0.030959631451549934,0.02119934410869056,0.002459592410400562,0.14820020301397674,0.06410556726790037,0.019566933573925794,0.8483703620164655,0.18608322995376114,0.051990526671929625,0.656568427653237
32003,Clark County,Nevada,2293764,0.22537017757711778,0.6188369858451,0.1557928365777822,0.3938766150310145,0.11664975123857554,0.0034088075320739186,0.10246433373267695,0.007441044501526748,0.3144774266227912,0.06168202134134113,0.0572259405844851,0.8280929856387284,0.2730858178753908,0.09332220650316757,0.987310750438873
32005,Douglas County,Nevada,49624,0.15385700467515717,0.5304892793809447,0.3156537159438981,0.7815774625181364,0.0007053038852168306,0.011002740609382557,0.026378365307109464,0.0010881831371916814,0.1275390939867806,0.05170885055618249,0.021685396121601305,0.8953443926305328,0.3205157607726219,0.11339601967229825,0.702695602974458
32007,Elko County,Nevada,53852,0.2677337889029191,0.6050657357201218,0.12720047537695908,0.6271447671395677,0.008467652083488078,0.038197281438015304,0.0136299487484216,0.0014855529971031717,0.2566478496620367,0.05442694793136745,0.056830195148432815,0.8189376839338267,0.1753764393268379,0.06494471270607732,0.482011843134334
32009,Esmeralda County,Nevada,962,0.09147609147609148,0.6434511434511434,0.26507276507276506,0.6517671517671517,0.0031185031185031187,0.015592515592515593,0.013513513513513514,0.0,0.26403326403326405,0.05197505197505198,0.017361111111111112,0.7326388888888888,0.24074074074074073,0.07291666666666667,0.0
32011,Eureka County,Nevada,1660,0.20722891566265061,0.5614457831325301,0.23132530120481928,0.8325301204819278,0.0012048192771084338,0.023493975903614458,0.03313253012048193,0.0,0.029518072289156625,0.08012048192771085,0.02333931777378815,0.9021543985637342,0.1813285457809695,0.06463195691202872,0.0
32013,Humboldt County,Nevada,17299,0.26238510896583617,0.576911960228915,0.16070293080524886,0.6471472339441586,0.00682120353777675,0.028903404821087924,0.013468986646626973,0.0011561361928435169,0.26880166483611767,0.03370137002138852,0.04931868131868132,0.806945054945055,0.19797802197802197,0.054857142857142854,0.610124385305178
32015,Lander County,Nevada,5745,0.2713664055700609,0.596692776327241,0.131940818102698,0.6979982593559617,0.001392515230635335,0.02228024369016536,0.002959094865100087,0.0,0.22036553524804178,0.05500435161009574,0.01595060457936712,0.7921276048366349,0.16568047337278108,0.09698996655518395,0.0
32017,Lincoln County,Nevada,4452,0.22012578616352202,0.5909703504043127,0.1889038634321653,0.8472596585804133,0.04177897574123989,0.03571428571428571,0.0,0.0004492362982929021,0.05278526504941599,0.0220125786163522,0.014701282452299031,0.8439161714106975,0.18986549890522364,0.07381920550516109,0.0
32019,Lyon County,Nevada,60630,0.20761999010390897,0.5751937984496124,0.21718621144647865,0.7171862114464786,0.009846610588817417,0.015949200065973942,0.013689592610918688,0.0010885700148441366,0.18688767936665018,0.055352135906317004,0.040290545908523434,0.8135739416638293,0.17205765520372263,0.048144364998297585,0.553743563771419
32021,Mineral County,Nevada,4557,0.22734254992319508,0.5025235900811937,0.2701338599956111,0.564845292955892,0.028966425279789335,0.15909589642308536,0.0006583278472679394,0.0,0.18191792846170726,0.06451612903225806,0.023794996949359364,0.8160463697376449,0.11470408785845028,0.014032946918852958,0.0
32023,Nye County,Nevada,53207,0.16415133347115982,0.526321724585111,0.3095269419437292,0.7029526190162948,0.025316217790892177,0.009904711786043189,0.019621478376905293,0.0049805476722987576,0.16409494991260548,0.07312947544496025,0.04555984555984556,0.8119449806949807,0.12673745173745174,0.0402992277992278,0.726832199414627
32027,Pershing County,Nevada,6505,0.16848578016910068,0.6654880860876249,0.1660261337432744,0.6455034588777864,0.0415065334358186,0.026902382782475018,0.011529592621060722,0.0007686395080707148,0.23274404304381247,0.04104534973097617,0.02913800080938891,0.7788344799676244,0.09348441926345609,0.049979765277215704,0.0
32029,Storey County,Nevada,4139,0.11597004107272288,0.49359748731577674,0.39043247161150035,0.8448900700652332,0.019328340178787148,0.0,0.010147378593863252,0.0,0.07030683740033825,0.05532737376177821,0.003882915173237754,0.8870967741935484,0.3163082437275986,0.1627837514934289,0.108674463937622
32031,Washoe County,Nevada,491770,0.2099355389714704,0.6170547207027676,0.17300974032576205,0.5972710820098827,0.022947719462350285,0.008703255586961384,0.054096427191573294,0.0064318685564389855,0.2563556133965065,0.05419403379628688,0.050340936082450334,0.8479343965981705,0.3318290047678912,0.13077230567801962,0.958282972792975
32033,White Pine County,Nevada,8856,0.1860885275519422,0.6149503161698283,0.19896115627822944,0.7166892502258356,0.06797651309846432,0.03387533875338753,0.006097560975609756,0.0,0.16384372177055104,0.011517615176151762,0.01635899744859673,0.8171994597028366,0.1415278403121717,0.030166591625393965,0.490638766519824
32510,Carson City,Nevada,58364,0.2016482763347269,0.5905523953121787,0.20779932835309436,0.6316907682818176,0.019258446987869233,0.014512370639435269,0.025889246795970117,0.00044548009046672607,0.2588067987115345,0.049396888492906584,0.03289146055159003,0.8382223908558419,0.2450615380967061,0.08866703028290925,
49001,Beaver County,Utah,7172,0.2992191857222532,0.5535415504740658,0.147239263803681,0.8409090909090909,0.0015337423312883436,0.0008365867261572784,0.0,0.0013943112102621305,0.1473786949247072,0.007947573898494143,0.03494440662582256,0.9076469253460404,0.2273655547991831,0.04901293396868618,0.0
49003,Box Elder County,Utah,59725,0.3092172457095019,0.5623440770196735,0.1284386772708246,0.8624863959815823,0.0034993721222268733,0.00416910841356216,0.007367099204688154,0.002076182503139389,0.09927166178317287,0.021130179991628296,0.026400156114967523,0.8891026177134733,0.26712386050012543,0.07858715954392127,0.682620608330732
49005,Cache County,Utah,137031,0.2965752275032657,0.6045420379330224,0.09888273456371185,0.8193839350220024,0.006567856908290825,0.0007516547350599499,0.018433785055936246,0.0038020593880216886,0.11534616254716086,0.03571454634352811,0.024796656122910078,0.9184929959331225,0.4042448034342521,0.1471418888386805,0.855603286420235
49007,Carbon County,Utah,20446,0.2572630343343441,0.554778440770811,0.18795852489484496,0.8232417098699012,0.005233297466497114,0.005771300009781865,0.003081287293358114,0.0034236525481756825,0.13210407903746454,0.027144673774821482,0.023978486591469336,0.8654664973481736,0.18413386120863523,0.05796668409651154,0.653831079757006
49009,Daggett County,Utah,747,0.22623828647925034,0.5930388219544847,0.18072289156626506,0.9223560910307899,0.0,0.014725568942436412,0.0,0.0,0.029451137884872823,0.03346720214190094,0.021611001964636542,0.8919449901768173,0.11591355599214145,0.03536345776031434,0.0
49011,Davis County,Utah,366742,0.30829302343336734,0.584290863877058,0.10741611268957468,0.806387051387624,0.011433105561948181,0.0030293776006020583,0.018836130031466263,0.008090156022489924,0.11256687262435172,0.03965730677151785,0.013454366400102127,0.9351400147719916,0.38689396080862976,0.13118805110014864,0.991634475665809
49013,Duchesne County,Utah,19932,0.3241019466185029,0.548314268512944,0.12758378486855307,0.8533012241621513,0.0007525586995785671,0.03486855308047361,0.005217740317078065,0.004716034517359021,0.07104154124021674,0.030102347983142687,0.022102697705689553,0.8558702411967393,0.1700142869148668,0.05092864946634171,0.319503980404164
49015,Emery County,Utah,9968,0.2842094703049759,0.536115569823435,0.17967495987158907,0.8948635634028892,0.0004012841091492777,0.007624398073836276,0.0,0.005417335473515248,0.07323434991974317,0.018459069020866775,0.027459595167111252,0.900674721481249,0.1716616977875412,0.0640200847324651,0.0
49017,Garfield County,Utah,5170,0.21682785299806576,0.5562862669245648,0.22688588007736943,0.8934235976789169,0.0007736943907156673,0.019342359767891684,0.0,0.004835589941972921,0.06982591876208898,0.011798839458413927,0.015143320713899405,0.9340183883180098,0.32017306652244454,0.09356408869659276,0.0
49019,Grand County,Utah,9697,0.18418067443539238,0.6136949572032587,0.20212436836134887,0.7869444157987007,0.00020624935547076416,0.039393626894915955,0.011034340517685882,0.014231205527482726,0.12498710941528307,0.02320305249046097,0.01638631090487239,0.9015371229698376,0.3473027842227378,0.12659512761020883,0.820457131037336
49021,Iron County,Utah,60201,0.27657347884586636,0.5895583129848342,0.1338682081692995,0.8382751117091078,0.006312187505190943,0.012258932575870832,0.009933389810800485,0.003189315792096477,0.10082888988555007,0.029202172721383365,0.021550838251269855,0.8928623858598315,0.3030623330103644,0.0985055345136381,0.713906683656548
49023,Juab County,Utah,12273,0.3370813981911513,0.5373584290719465,0.12556017273690215,0.9099649637415465,0.00651837366577039,0.010510877536054754,0.0,8.147967082212988e-05,0.05222846899698525,0.020695836388820988,0.010157367668097281,0.9021459227467811,0.2022889842632332,0.05765379113018598,0.537077889020872
49025,Kane County,Utah,7996,0.22648824412206103,0.5332666333166584,0.24024512256128064,0.8871935967983992,0.0022511255627813906,0.02088544272136068,0.001375687843921961,0.0008754377188594297,0.048024012006003,0.03939469734867434,0.0041739130434782605,0.9017391304347826,0.3213913043478261,0.09582608695652174,0.0
49027,Millard County,Utah,13179,0.31390849078078764,0.5151377190985659,0.1709537901206465,0.8195614234767433,0.002124592154184688,0.013582214128537825,0.017072615524698385,0.0014416875331967525,0.1331664010926474,0.013051066089991653,0.029411764705882353,0.8637506284565108,0.230517848164907,0.048139768728004025,0.0
49029,Morgan County,Utah,12585,0.3404847040127135,0.5387365911799762,0.12077870480731029,0.9272149384187525,0.0015891934843067143,0.0014302741358760429,0.0018275725069527215,0.0038140643623361145,0.028843861740166864,0.03528009535160906,0.009931458945307036,0.9506224646803749,0.3884459364946146,0.1433766960414044,0.0
49031,Piute County,Utah,1705,0.1870967741935484,0.5290322580645161,0.2838709677419355,0.9548387096774194,0.0011730205278592375,0.0,0.0,0.0,0.04398826979472141,0.0,0.04819277108433735,0.8450946643717728,0.1901893287435456,0.07314974182444062,0.0
49033,Rich County,Utah,2588,0.3230293663060278,0.4652241112828439,0.2117465224111283,0.8945131375579598,0.0,0.004250386398763524,0.0,0.0,0.0695517774343122,0.03168469860896445,0.028089887640449437,0.949438202247191,0.24469413233458176,0.07865168539325842,0.0
49035,Salt Lake County,Utah,1184689,0.2585860086486833,0.6256561848721479,0.11575780647916879,0.6788735271450989,0.01650390946484689,0.004859503211391344,0.04064695460158742,0.015048675221935884,0.19976044345815652,0.04430698689698309,0.035807494878648226,0.8860699231731659,0.38630205614732704,0.14034077645201143,0.993085776865068
49037,San Juan County,Utah,14466,0.2794137978708696,0.5586893405226048,0.16189686160652564,0.4490529517489285,0.0006912760956726117,0.4526475874464261,0.004977187888842804,0.0040785289644684085,0.05557859809207798,0.032973869763583574,0.06181287861790442,0.838231994615212,0.20237828135517164,0.06921696208211801,0.0
49039,Sanpete County,Utah,29209,0.24379472080523126,0.6126536341538567,0.14355164504091206,0.844910815159711,0.008832893971036324,0.0060255400732650895,0.00852476976274436,0.004690335170666575,0.10465952274983738,0.022356123112739223,0.032187147688838784,0.8722096956031568,0.23179255918827507,0.10028184892897407,0.177550374512079
49041,Sevier County,Utah,21854,0.28383819895671275,0.5488697721240963,0.16729202891919098,0.91319666880205,0.0019676031847716663,0.0043927885055367434,0.002928525670357829,0.0018760867575729843,0.05211860528964949,0.023519721790061315,0.028045510544242338,0.8877454888035365,0.23059642003043698,0.07217914341618958,0.389973050831707
49043,Summit County,Utah,42709,0.2376782411201386,0.6157016085602566,0.14662015031960476,0.8322601793532979,0.0038867685967828793,0.0006321852536936009,0.017232901730314453,0.0014985131939403873,0.11149874733662694,0.03299070453534384,0.02311062053740816,0.9323238246352317,0.5806974578317409,0.2221379048670277,0.553580281889652
49045,Tooele County,Utah,76648,0.31523327418849806,0.5943273144765682,0.09043941133493372,0.7915275023483979,0.008141112618724558,0.0022570712869220333,0.007175660160734788,0.008584698883206347,0.14249556413735517,0.039818390564659224,0.023793801725655924,0.887238070082761,0.23201708047191408,0.07855696425427011,0.802525516520399
49047,Uintah County,Utah,36458,0.31907948872675407,0.5636348675187888,0.11728564375445719,0.8038564924022162,0.004964616819353777,0.05104503812606287,0.007268637884689231,0.0011520105326677272,0.08417905535136322,0.04753414888364694,0.01546344165435746,0.839134047267356,0.16834379615952733,0.046482644017725255,0.55235822571589
49049,Utah County,Utah,683622,0.32171433921085046,0.6004443976349503,0.07784126315419924,0.7889550072993555,0.005987226859287735,0.0024706636123471744,0.014342721562500915,0.00788447416847322,0.13856634221836045,0.041793564279675025,0.01903934587906102,0.9274979644728845,0.4383636655542941,0.13392048256327335,0.957708458763207
49051,Wasatch County,Utah,35808,0.29571604110813227,0.5730563002680965,0.13122765862377123,0.8154043789097408,0.0005585344057193923,0.0023458445040214475,0.014047140303842716,0.0011729222520107238,0.14371090259159963,0.022760277033065237,0.025725802799039812,0.9438833280492775,0.47719552515965397,0.16880293491553058,0.721398183281591
49053,Washington County,Utah,189827,0.24832083950123007,0.5308254357915365,0.22085372470723344,0.8181554784092885,0.0046621397377612245,0.006653426541008392,0.010493765375842214,0.006611282904960832,0.1174543136645472,0.03596959336659169,0.018220853020048524,0.9160946877793386,0.3328757502234708,0.12639669263184777,0.851341531736919
49055,Wayne County,Utah,2557,0.23464998044583496,0.5346108721157606,0.23073914743840437,0.9100508408290966,0.0,0.0,0.0,0.0,0.03832616347281971,0.05162299569808369,0.004972375690607734,0.93646408839779,0.25193370165745854,0.06519337016574586,0.0
49057,Weber County,Utah,266183,0.27085125646641595,0.6075744882280236,0.12157425530556046,0.7455735339972875,0.010526592607341565,0.003749300293407167,0.014373570062701225,0.002152654376876059,0.18917060819060572,0.034453740471780694,0.02852505603348335,0.8855965708102709,0.28049440259686215,0.08514116870686016,0.944085759067664
56001,Albany County,Wyoming,37713,0.15604698645029566,0.7132023440193037,0.13075066953040065,0.8032773844562883,0.010367777689390926,0.0031023784901758012,0.03701641343833691,0.001193222496221462,0.10529525627767614,0.03974756715191048,0.01216089803554724,0.9382132834424696,0.5550982226379794,0.2697380729653882,0.870366373495926
56003,Big Horn County,Wyoming,11737,0.24546306551929795,0.5391496975377013,0.21538723694300077,0.856181306977933,0.0051972394990201926,0.003919229786146374,0.007668058277242907,0.0032376246059470054,0.09559512652296158,0.028201414330748915,0.03659141652195485,0.8268419746961052,0.2088811709253287,0.062267427437360454,0.0
56005,Campbell County,Wyoming,47018,0.2705559572929516,0.6074056744225615,0.12203836828448679,0.8516100216938194,0.003488025862435663,0.007635373686673189,0.0016802075800757157,0.00023395295418775789,0.09375132927814879,0.04160108894465949,0.03126927947527357,0.8713186349319739,0.22213202584667338,0.08120920868915804,0.731978054693148
56007,Carbon County,Wyoming,14549,0.22895044332943845,0.5812770637157193,0.18977249295484225,0.7632139665956423,0.013265516530345729,0.007835590074919239,0.007010791119664582,0.0,0.18008110523060003,0.028593030448828098,0.029793510324483775,0.8344149459193707,0.2279252704031465,0.05132743362831858,0.529682878172938
56009,Converse County,Wyoming,13759,0.2447852314848463,0.5753325096300603,0.1798822588850934,0.8819681662911549,0.0023257504179082784,0.0011628752089541392,0.0,0.0,0.08074714732175303,0.03379606076022967,0.023055058427202863,0.8726181703337194,0.2287609222023371,0.09769449415727971,0.472547451094466
56011,Crook County,Wyoming,7339,0.2433574056410955,0.5339964572830086,0.2226461370758959,0.9325521188172775,0.0,0.0016351001498841804,0.005450333832947268,0.0,0.019757460144433848,0.04060498705545715,0.006850655705617537,0.913681738109219,0.23996868271677432,0.03914660403210021,0.0
56013,Fremont County,Wyoming,39472,0.2462758411025537,0.5572557762464532,0.19646838265099312,0.6968483988650183,0.005320226996351845,0.17802492906364004,0.004382853668423186,0.000861370085123632,0.06736420753952169,0.047198013781921365,0.011311364150516551,0.8704094713822487,0.2525450569338662,0.10112359550561797,0.464163735535505
56015,Goshen County,Wyoming,12587,0.19567808055930722,0.5701120203384444,0.23420989910224835,0.8504012075951378,0.006911893223166759,0.008024151902756812,0.00023834114562643998,0.004210693572733773,0.10105664574561055,0.029157066814967825,0.023809523809523808,0.8633733867378727,0.24610591900311526,0.09991099243435692,0.514962393983037
56017,Hot Springs County,Wyoming,4618,0.21632741446513643,0.5173235166738848,0.26634906886097875,0.8893460372455608,0.0,0.010177566045907319,0.0023819835426591596,0.0,0.03919445647466436,0.058899956691208316,0.011117788461538462,0.9110576923076923,0.26382211538461536,0.08353365384615384,0.0
56019,Johnson County,Wyoming,8602,0.1962334340850965,0.5372006510113927,0.26656591490351084,0.90153452685422,0.00023250406882120437,0.016624040920716114,0.005231341548477098,0.0,0.042315740525459195,0.03406184608230644,0.030298223350253808,0.8689720812182741,0.3031408629441624,0.11960659898477158,0.534627678465727
56021,Laramie County,Wyoming,100661,0.2271982197673379,0.6038584953457645,0.1689432848868976,0.7593407575923148,0.020981313517648346,0.005453949394502339,0.010242298407526251,0.001112645413814685,0.15651543298794965,0.04635360268624393,0.018791264601320468,0.8937096423129943,0.32040919973880866,0.122397155916709,0.788463069086278
56023,Lincoln County,Wyoming,20158,0.2582597479908721,0.555957932334557,0.1857823196745709,0.9115983728544499,0.0002976485762476436,0.002331580513939875,0.0033237424347653537,0.0,0.052286933227502726,0.030161722393094552,0.009786607799852833,0.8934510669610007,0.24120676968359087,0.07748344370860927,0.0
56025,Natrona County,Wyoming,79735,0.23874082899604943,0.597215777262181,0.1640433937417696,0.8509061265441776,0.005969774879287641,0.003887878597855396,0.005568445475638051,0.0,0.09256913526055058,0.04109863924249075,0.01558651619306694,0.8784141454986583,0.2737014299893394,0.10434510899533139,0.847364142330061
56027,Niobrara County,Wyoming,2415,0.14699792960662525,0.556935817805383,0.29606625258799174,0.8906832298136645,0.014078674948240166,0.01904761904761905,0.0,0.007039337474120083,0.05134575569358178,0.01780538302277433,0.012532637075718016,0.8616187989556136,0.195822454308094,0.03289817232375979,0.0
56029,Park County,Wyoming,30109,0.2079112557706998,0.5431930651964529,0.24889567903284732,0.8829917964728154,0.003454116709289581,0.0017934836759772826,0.003719817994619549,0.0,0.059184961307250324,0.04885582384004783,0.007520878512434827,0.9215613897476123,0.3495593595718175,0.12333317953213677,0.55644072373751
56031,Platte County,Wyoming,8606,0.20102254241227052,0.5374157564489891,0.2615617011387404,0.8561468742737625,0.0037183360446200325,0.0036021380432256565,0.0,0.0033697420404369045,0.08505693702068325,0.04810597257727167,0.03229246001523229,0.8632140137090633,0.19512566641279513,0.08423457730388423,0.0
56033,Sheridan County,Wyoming,31585,0.21519708722494854,0.5640018996359031,0.22080101313914832,0.8974513218299826,0.004179198986860852,0.0110178882380877,0.010131391483299034,0.0,0.048219091340826345,0.029001108120943486,0.00987665355738291,0.9103950661422953,0.3337504469074008,0.122273864855202,0.62837553766049
56035,Sublette County,Wyoming,8806,0.22121280944810356,0.5438337497161027,0.23495344083579378,0.8999545764251646,0.0002271178741766977,0.0,0.0,0.0,0.07279127867363161,0.02702702702702703,0.00632211158526948,0.929666508613877,0.3108898372056267,0.10305041883989252,0.0
56037,Sweetwater County,Wyoming,41786,0.2527880151246829,0.6059685061982483,0.14124347867706888,0.7719571148231466,0.011439238022304121,0.006437562820083282,0.006293974058297037,2.3931460297707365e-05,0.1657014311013258,0.03814674771454554,0.02905149051490515,0.8472628726287262,0.20375790424570914,0.07194218608852755,0.892458364875095
56039,Teton County,Wyoming,23358,0.1733453206610155,0.6516825070639609,0.17497217227502354,0.7886377258326912,0.005822416302765648,0.0017980991523246853,0.014127921911122528,0.0,0.14748694237520335,0.042126894425892625,0.023670286828181564,0.961292119186856,0.6121971595655806,0.20579225842383736,0.461188976040461
56041,Uinta County,Wyoming,20605,0.277602523659306,0.5562727493326862,0.16612472700800776,0.8656636738655666,0.0025721912157243387,0.0001941276389225916,0.0022324678476098037,0.0,0.09910215966998301,0.03023537976219364,0.02218570254724733,0.8714424441622469,0.21319190259206694,0.05901247478897438,0.558239608801956
56043,Washakie County,Wyoming,7708,0.21587960560456668,0.5485210171250648,0.23559937727036845,0.8118837571354437,0.0018162947586922678,0.0020757654385054488,0.003243383497664764,0.0,0.14102231447846394,0.03995848469122989,0.03144882748591165,0.8820214506453372,0.22032357753135792,0.07216869660061807,0.636174365647365
56045,Weston County,Wyoming,6835,0.1928310168251646,0.5926847110460863,0.2144842721287491,0.8532553035844916,0.0005852231163130944,0.01623994147768837,0.007168983174835406,0.0057059253840526705,0.03482077542062911,0.08222384784198976,0.007905138339920948,0.8557312252964426,0.18043478260869567,0.046245059288537546,0.0
